description,established,id,name,organic,resource_url,website
"Yes Face Beer: Real Ale made in Georgia. Available in Cask or Keg

Gypsy brewer Mark Broe will be creating his British-style session ale in cask and keg form while looking for a place in Georgia to relocate his 8-barrel cask ale system.
Available from your distributors: Leon Farmer, Atlanta Beverage, and Eagle Rock.",,FJf4Vn,Yes Face Beer Company,False,brewery,http://yesfacebeer.com/
YesterYears Brewery makes Great Beer to make Great Friends while making Great Memories!!,,C4Ysr2,YesterYears Brewery,False,brewery,http://www.yesteryearsbrewery.com
,,FM2iaj,YFIB Brewing Company,False,brewery,http://www.yfibbrewing.com/
"YO-HO BREWING COMPANY was established in 1996, as a subsidiary of Hoshino Resort CO., a Japanese leading resort management company. Its establishment was soon after the removal of the law, which prohibited the production of craft beer in Japan. Until then, Japanese people didn’t have “beer culture”. Almost all beers in Japan were “Lager beer” and people rarely knew about “Ale beer”. We started brewing “Ale” with an aim of letting Japanese people know rich and various tastes of Ale.",1996,sb1T5g,Yo-Ho Brewing Company,False,brewery,http://www.yonasato.com/
,,UukHF7,Yokohama Brewery,False,brewery,http://www.yokohamabeer.com/
"Craft brewery and beer destination on a prominent corner in the heart of West Sacramento's industrial Port District. 

Guest brewing services and our small batch craft brewery are prominently featured in our beer hall. The outdoor ""beer dock"" will provide casual, comfortable, shaded enjoyment of our beers",,iPoc4i,YOLO Brewing Company,False,brewery,http://yolobrew.com/
"The Yonkers Brewing Co. is a family of beer lovers and business minded people who have created a great beer for a great city. We are committed to creating quality hand-crafted brew with character. We are dedicated to bringing styles to market that will thrill the senses - color, aroma, texture, flavor and even sound (yes, our beer talks to us). 

Why Yonkers?

Yonkers is experiencing a rebirth; it is experiencing a renaissance of architecture, business, communities - a renaissance of renewal. The city has always been a hub of culture and innovation – from Otis Elevator to Bakelite to Ella Fitzgerld – a city rich in arts, entertainment, cuisine and libations. Yonkers is a hub to New York City and to the Hudson Valley. It offers top-notch shopping such a Ridge Hill, amazing gardens like Untemeyer Park, and not to mention some amazing restaurants like Zuppa, X20, Pinch at Empire City, Rory Dolan’s and more. 

With a growing beer culture, an array of top notch restaurants and a rich history, Yonkers has all the components of a great beer city. Co-Founders John Rubbo and Nick Califano have planted the roots of the brewery here and are excited to be part of a long list of exciting things happening.",,rUJnPa,Yonkers Brewing Co.,False,brewery,http://www.yonkersbrewing.com
"Established in 1996 within the historic city walls, York Brewery is both a working brewery and a major tourist attraction providing customers locally and around the country with the first traditionally brewed ales from within the walls of York for over 40 years.",1996,RqrZNt,York Brewery,False,brewery,http://www.york-brewery.co.uk/
,,weh9vF,Yorkholo Brewing Co.,False,brewery,http://www.yorkholobrewing.com/
"• Brewing a vast selection of contemporary real ales
• Stouts,Smoked Porters, Dunkels, Bocks, Pilsners 3 specials every month
• Bottled conditioned ales, brewed by us, bottled by us",2005,aVMK0I,Yorkshire Dales Brewing Company,False,brewery,http://www.yorkshiredalesbrewery.com/
The brewery was established in March 2011. The brew house is situated on site with the vineyard and winery.,2011,7ET5OY,Yorkshire Heart,False,brewery,http://www.yorkshireheart.com/
"Young Henrys is situated in the heart of thriving Newtown surrounded by street art, creative industries and alternative culture. The state of the art, natural gas driven DME brewery produces ales, lagers and ciders of extraordinary quality. Along with the best quality ingredients sourced from Australia and around the world, the true source of flavour is experience, passion and the daring to do something a little different.",,jYBtXz,Young Henrys Brewing Company,False,brewery,http://www.younghenrys.com/
"Young Master Ales was born out of a desire to brew distinctive, world-class, extremely fresh beers locally for Hong Kong. With this project, our goal is to revive craft brewing in Hong Kong and bring the local drinking experience up a notch.
 
Our beers are brewed fresh with the highest quality ingredients. We will constantly innovate and bring new styles to showcase the diversity in beer. In doing that, we will push the envelope and possibly even make you rethink your perceptions of beer. We insist on preserving everything that’s good and natural about freshly brewed beer. To this end, we do not filter, pasteurize, or add artificial stabilizers or chemicals to our products simply to extend their shelf-life. We also use naturally produced carbon dioxide during fermentation and do not artificially carbonate. Our beer will be the freshest you can find in Hong Kong with the shortest distance traveled from grain to your glass.",,bqN9qc,Young Master Ales,False,brewery,http://www.youngmasterales.com/
,2012,SwbfYZ,Young Veterans Brewing Co.,False,brewery,http://youngveteransbrewco.com
,,p8nwJA,Yria,False,brewery,http://www.cervezasyria.es/
"Yuengling Brewery  is the oldest operating brewing company in the United States, having been established in 1829, and is one of the largest breweries by volume in the country. It is the second largest American owned brewery after the Boston Beer Company. Its headquarters is in Pottsville, Pennsylvania.

Yuengling produces 3.6 million barrels annually, which as of 2005, placed it sixth among American commercial breweries. Besides its two Pennsylvania facilities, Yuengling also operates a brewery in Tampa, Florida.

The family-owned brewery has traditionally changed ownership through the purchase of the company by the offspring of the previous owner. Due to the popularity of Yuengling Traditional Lager in Pennsylvania, it can be ordered by simply asking for a lager, especially in eastern parts of the state.",1829,pX8lES,Yuengling Brewery,False,brewery,http://www.yuengling.com
"Yukon Brewing opened its doors in 1997 under the name Chilkoot Brewing Co. Ltd. Owners Alan and Bob conceived their idea like many Yukon babies – around a campfire on a canoe trip. Both Ontario natives, they’ve lived and worked in the Territory for a good deal of their adult lives.

From that inaugural conversation grew plans for a craft brewery that would service the north with quality beer while keeping jobs and money in the territory.

Over a decade later Yukon Brewing, as it is called today, continues to work towards that goal. Employing a dozen or so staff (more in the busy summer months), Yukon Brewing actively supports countless Yukon events and causes each year.

Bob and Alan continue as owners and chief operators, growing the company outside the Yukon. The breweries 8 packaged beers are available across Alberta and BC with some even finding their way as far east as Quebec and at the Hannover Zoo in Germany.",1997,UYYqri,Yukon Brewing,False,brewery,http://yukonbeer.com/
,,Io1zqC,Yuksom Breweries,False,brewery,
,,2FJCgQ,Z's Barrel House,False,brewery,http://www.zsbarrelhouse.com/
,,C01qED,Zaftig Brewing Co.,False,brewery,http://www.drinkzaftig.com
,1892,qpWPmB,Zagrebaèka Pivovara,False,brewery,http://www.ozujsko.com/
,,ClG7of,Zámecký pivovar a hostinec U Paní Magdaleny,False,brewery,http://www.zamecky-dvur.cz
,,3WV2Bg,Zámecký pivovar Albert,False,brewery,
,,EtednK,Zámecký pivovar Břeclav,False,brewery,http://www.pivovarbreclav.cz
,,LBRiGq,Zámecký pivovar Chyše,False,brewery,http://www.chyse.com
,,CxBdtx,Zámecký pivovar Dětenice,False,brewery,http://www.krcmadetenice.cz
,,gqirbD,Zámecký pivovar Frýdlant,False,brewery,http://www.pivovar-frydlant.com/
,,5jQanA,Zámecký pivovar Oslavany,False,brewery,http://www.pivovar.oslavany.info
,,FOu9QN,Zámocký pivovar,False,brewery,http://www.zamockypivovar.sk
"Dear visitor,
Zatec is an area which has become famous for its hops. The first hops were grown in 1004 and the brewing followed shortly. The combination of the dark red soil, rich in ferrous oxide (which retains water) and climate allows the region to produce the award winning crop.
The Zatec brewery - built in 1801 - is situated inside the Zatec castle walls, overlooking the town and hop fields.
The brewery suffered for lack of investment during the Communist years until by 2000 the brew was hardly available even locally, much to the detriment of the Zatec economy. In year 2001 Rolf Munding purchased the brewery from a local business man and began a program of investment which has rejuvenated the brewery and improved the prospects for the beer, brewery and the people of Zatec, both as beer drinkers and brewers.
Tomas Lejsek, one of Czech Republic’s leading and most innovative brew masters has masterminded the changes, bringing together new technology, old brewing processes and pure ingredients.",1801,ABR6Y1,Žatec Brewery,False,brewery,http://www.zatec-brewery.com/
